PetalLength,PetalWidth,Probability
5.11111,1.88889,0.695056
5.11111,1.91414,0.713537
5.11111,1.93939,0.73133
5.11111,1.96465,0.748409
5.11111,1.9899,0.764751
5.11111,2.01515,0.780343
5.11111,2.0404,0.795178
5.11111,2.06566,0.809256
5.11111,2.09091,0.822583
5.11111,2.11616,0.835168
5.11111,2.14141,0.847027
5.11111,2.16667,0.858177
5.11111,2.19192,0.86864
5.11111,2.21717,0.878441
5.11111,2.24242,0.887605
5.11111,2.26768,0.89616
5.11111,2.29293,0.904134
5.11111,2.31818,0.911557
5.11111,2.34343,0.918456
5.11111,2.36869,0.924862
5.11111,2.39394,0.930802
5.11111,2.41919,0.936305
5.11111,2.44444,0.941398
5.11111,2.4697,0.946107
5.11111,2.49495,0.950458
5.11111,2.5202,0.954474
5.11111,2.54545,0.958179
5.11111,2.57071,0.961595
5.11111,2.59596,0.964742
5.11111,2.62121,0.967639
5.11111,2.64646,0.970306
5.11111,2.67172,0.97276
5.11111,2.69697,0.975016
5.11111,2.72222,0.977089
5.11111,2.74747,0.978994
5.11111,2.77273,0.980744
5.11111,2.79798,0.98235
5.11111,2.82323,0.983825
5.11111,2.84848,0.985179
5.11111,2.87374,0.986421
5.11111,2.89899,0.98756
5.11111,2.92424,0.988604
5.11111,2.94949,0.989562
5.11111,2.97475,0.99044
5.11111,3,0.991245
5.15556,0.5,0.0167592
5.15556,0.525253,0.0182863
5.15556,0.550505,0.0199497
5.15556,0.575758,0.0217611
5.15556,0.60101,0.0237331
5.15556,0.626263,0.0258789
5.15556,0.651515,0.0282132
5.15556,0.676768,0.0307514
5.15556,0.70202,0.0335101
5.15556,0.727273,0.0365069
5.15556,0.752525,0.0397607
5.15556,0.777778,0.0432914
5.15556,0.80303,0.0471204
5.15556,0.828283,0.0512698
5.15556,0.853535,0.0557632
5.15556,0.878788,0.0606253
5.15556,0.90404,0.0658818
5.15556,0.929293,0.0715593
5.15556,0.954545,0.0776853
5.15556,0.979798,0.0842882
5.15556,1.00505,0.0913967
5.15556,1.0303,0.0990399
5.15556,1.05556,0.107247
5.15556,1.08081,0.116046
5.15556,1.10606,0.125466
5.15556,1.13131,0.135533
5.15556,1.15657,0.146273
5.15556,1.18182,0.157709
5.15556,1.20707,0.169861
5.15556,1.23232,0.182746
5.15556,1.25758,0.196377
5.15556,1.28283,0.210763
5.15556,1.30808,0.225906
5.15556,1.33333,0.241804
5.15556,1.35859,0.258448
5.15556,1.38384,0.27582
5.15556,1.40909,0.293897
5.15556,1.43434,0.312648
5.15556,1.4596,0.332032
5.15556,1.48485,0.352002
5.15556,1.5101,0.372504
5.15556,1.53535,0.393475
5.15556,1.56061,0.414846
5.15556,1.58586,0.436542
5.15556,1.61111,0.458484
5.15556,1.63636,0.480588
5.15556,1.66162,0.502768
5.15556,1.68687,0.524938
5.15556,1.71212,0.547009
5.15556,1.73737,0.568898
5.15556,1.76263,0.59052
5.15556,1.78788,0.611798
5.15556,1.81313,0.632658
5.15556,1.83838,0.653033
5.15556,1.86364,0.672862
5.15556,1.88889,0.692092
5.15556,1.91414,0.710678
5.15556,1.93939,0.728582
5.15556,1.96465,0.745774
5.15556,1.9899,0.762233
5.15556,2.01515,0.777943
5.15556,2.0404,0.792898
5.15556,2.06566,0.807095
5.15556,2.09091,0.820539
5.15556,2.11616,0.83324
5.15556,2.14141,0.845211
5.15556,2.16667,0.856471
5.15556,2.19192,0.867041
5.15556,2.21717,0.876944
5.15556,2.24242,0.886207
5.15556,2.26768,0.894855
5.15556,2.29293,0.902919
5.15556,2.31818,0.910426
5.15556,2.34343,0.917406
5.15556,2.36869,0.923887
5.15556,2.39394,0.929898
5.15556,2.41919,0.935468
5.15556,2.44444,0.940624
5.15556,2.4697,0.945392
5.15556,2.49495,0.949797
5.15556,2.5202,0.953864
5.15556,2.54545,0.957617
5.15556,2.57071,0.961076
5.15556,2.59596,0.964264
5.15556,2.62121,0.9672
5.15556,2.64646,0.969902
5.15556,2.67172,0.972388
5.15556,2.69697,0.974674
5.15556,2.72222,0.976775
5.15556,2.74747,0.978705
5.15556,2.77273,0.980479
5.15556,2.79798,0.982107
5.15556,2.82323,0.983602
5.15556,2.84848,0.984974
5.15556,2.87374,0.986232
5.15556,2.89899,0.987387
5.15556,2.92424,0.988446
5.15556,2.94949,0.989417
5.15556,2.97475,0.990307
5.15556,3,0.991123
5.2,0.5,0.0165309
5.2,0.525253,0.0180376
5.2,0.550505,0.0196789
5.2,0.575758,0.0214663
5.2,0.60101,0.0234121
5.2,0.626263,0.0255297
5.2,0.651515,0.0278334
5.2,0.676768,0.0303385
5.2,0.70202,0.0330614
5.2,0.727273,0.0360196
5.2,0.752525,0.0392317
5.2,0.777778,0.0427176
5.2,0.80303,0.0464982
5.2,0.828283,0.0505958
5.2,0.853535,0.0550336
5.2,0.878788,0.0598361
5.2,0.90404,0.0650288
5.2,0.929293,0.0706384
5.2,0.954545,0.0766921
5.2,0.979798,0.0832182
5.2,1.00505,0.0902453
5.2,1.0303,0.0978026
5.2,1.05556,0.105919
5.2,1.08081,0.114623
5.2,1.10606,0.123944
5.2,1.13131,0.133908
5.2,1.15657,0.14454
5.2,1.18182,0.155865
5.2,1.20707,0.167903
5.2,1.23232,0.180672
5.2,1.25758,0.194186
5.2,1.28283,0.208453
5.2,1.30808,0.223477
5.2,1.33333,0.239257
5.2,1.35859,0.255784
5.2,1.38384,0.273043
5.2,1.40909,0.291012
5.2,1.43434,0.309659
5.2,1.4596,0.328946
5.2,1.48485,0.348828
5.2,1.5101,0.369251
5.2,1.53535,0.390152
5.2,1.56061,0.411465
5.2,1.58586,0.433115
5.2,1.61111,0.455024
5.2,1.63636,0.477108
5.2,1.66162,0.499282
5.2,1.68687,0.521459
5.2,1.71212,0.543552
5.2,1.73737,0.565475
5.2,1.76263,0.587144
5.2,1.78788,0.608481
5.2,1.81313,0.629411
5.2,1.83838,0.649867
5.2,1.86364,0.669785
5.2,1.88889,0.689113
5.2,1.91414,0.707802
5.2,1.93939,0.725816
5.2,1.96465,0.743121
5.2,1.9899,0.759697
5.2,2.01515,0.775525
5.2,2.0404,0.790599
5.2,2.06566,0.804914
5.2,2.09091,0.818476
5.2,2.11616,0.831293
5.2,2.14141,0.843378
5.2,2.16667,0.854748
5.2,2.19192,0.865425
5.2,2.21717,0.875431
5.2,2.24242,0.884793
5.2,2.26768,0.893536
5.2,2.29293,0.90169
5.2,2.31818,0.909282
5.2,2.34343,0.916343
5.2,2.36869,0.9229
5.2,2.39394,0.928984
5.2,2.41919,0.934621
5.2,2.44444,0.93984
5.2,2.4697,0.944667
5.2,2.49495,0.949128
5.2,2.5202,0.953247
5.2,2.54545,0.957047
5.2,2.57071,0.960551
5.2,2.59596,0.963781
5.2,2.62121,0.966755
5.2,2.64646,0.969492
5.2,2.67172,0.972011
5.2,2.69697,0.974327
5.2,2.72222,0.976456
5.2,2.74747,0.978413
5.2,2.77273,0.98021
5.2,2.79798,0.98186
5.2,2.82323,0.983375
5.2,2.84848,0.984766
5.2,2.87374,0.986042
5.2,2.89899,0.987212
5.2,2.92424,0.988286
5.2,2.94949,0.98927
5.2,2.97475,0.990172
5.2,3,0.991
5.24444,0.5,0.0163058
5.24444,0.525253,0.0177923
5.24444,0.550505,0.0194117
5.24444,0.575758,0.0211753
5.24444,0.60101,0.0230954
5.24444,0.626263,0.0251851
5.24444,0.651515,0.0274586
5.24444,0.676768,0.029931
5.24444,0.70202,0.0326185
5.24444,0.727273,0.0355385
5.24444,0.752525,0.0387095
5.24444,0.777778,0.042151
5.24444,0.80303,0.0458839
5.24444,0.828283,0.0499301
5.24444,0.853535,0.0543129
5.24444,0.878788,0.0590564
5.24444,0.90404,0.0641862
5.24444,0.929293,0.0697284
5.24444,0.954545,0.0757105
5.24444,0.979798,0.0821605
5.24444,1.00505,0.089107
5.24444,1.0303,0.0965791
5.24444,1.05556,0.104606
5.24444,1.08081,0.113216
5.24444,1.10606,0.122438
5.24444,1.13131,0.132299
5.24444,1.15657,0.142825
5.24444,1.18182,0.15404
5.24444,1.20707,0.165964
5.24444,1.23232,0.178617
5.24444,1.25758,0.192013
5.24444,1.28283,0.206161
5.24444,1.30808,0.221067
5.24444,1.33333,0.236728
5.24444,1.35859,0.253139
5.24444,1.38384,0.270285
5.24444,1.40909,0.288143
5.24444,1.43434,0.306686
5.24444,1.4596,0.325876
5.24444,1.48485,0.345668
5.24444,1.5101,0.366009
5.24444,1.53535,0.38684
5.24444,1.56061,0.408093
5.24444,1.58586,0.429695
5.24444,1.61111,0.451569
5.24444,1.63636,0.473631
5.24444,1.66162,0.495797
5.24444,1.68687,0.517979
5.24444,1.71212,0.540091
5.24444,1.73737,0.562045
5.24444,1.76263,0.58376
5.24444,1.78788,0.605154
5.24444,1.81313,0.626153
5.24444,1.83838,0.646687
5.24444,1.86364,0.666694
5.24444,1.88889,0.686118
5.24444,1.91414,0.70491
5.24444,1.93939,0.723032
5.24444,1.96465,0.740451
5.24444,1.9899,0.757142
5.24444,2.01515,0.773088
5.24444,2.0404,0.788281
5.24444,2.06566,0.802716
5.24444,2.09091,0.816395
5.24444,2.11616,0.829328
5.24444,2.14141,0.841527
5.24444,2.16667,0.853009
5.24444,2.19192,0.863793
5.24444,2.21717,0.873903
5.24444,2.24242,0.883364
5.24444,2.26768,0.892202
5.24444,2.29293,0.900447
5.24444,2.31818,0.908125
5.24444,2.34343,0.915268
5.24444,2.36869,0.921902
5.24444,2.39394,0.928058
5.24444,2.41919,0.933764
5.24444,2.44444,0.939047
5.24444,2.4697,0.943934
5.24444,2.49495,0.94845
5.24444,2.5202,0.952621
5.24444,2.54545,0.95647
5.24444,2.57071,0.96002
5.24444,2.59596,0.963291
5.24444,2.62121,0.966304
5.24444,2.64646,0.969077
5.24444,2.67172,0.971629
5.24444,2.69697,0.973976
5.24444,2.72222,0.976134
5.24444,2.74747,0.978116
5.24444,2.77273,0.979938
5.24444,2.79798,0.98161
5.24444,2.82323,0.983146
5.24444,2.84848,0.984555
5.24444,2.87374,0.985849
5.24444,2.89899,0.987035
5.24444,2.92424,0.988123
5.24444,2.94949,0.989121
5.24444,2.97475,0.990036
5.24444,3,0.990874
5.28889,0.5,0.0160836
5.28889,0.525253,0.0175503
5.28889,0.550505,0.0191481
5.28889,0.575758,0.0208882
5.28889,0.60101,0.0227829
5.28889,0.626263,0.024845
5.28889,0.651515,0.0270887
5.28889,0.676768,0.0295287
5.28889,0.70202,0.0321814
5.28889,0.727273,0.0350637
5.28889,0.752525,0.0381939
5.28889,0.777778,0.0415916
5.28889,0.80303,0.0452773
5.28889,0.828283,0.0492728
5.28889,0.853535,0.0536011
5.28889,0.878788,0.0582863
5.28889,0.90404,0.0633537
5.28889,0.929293,0.0688293
5.28889,0.954545,0.0747405
5.28889,0.979798,0.0811151
5.28889,1.00505,0.0879817
5.28889,1.0303,0.0953693
5.28889,1.05556,0.103307
5.28889,1.08081,0.111823
5.28889,1.10606,0.120947
5.28889,1.13131,0.130706
5.28889,1.15657,0.141126
5.28889,1.18182,0.152231
5.28889,1.20707,0.164043
5.28889,1.23232,0.176581
5.28889,1.25758,0.189859
5.28889,1.28283,0.203889
5.28889,1.30808,0.218675
5.28889,1.33333,0.234218
5.28889,1.35859,0.250512
5.28889,1.38384,0.267543
5.28889,1.40909,0.285292
5.28889,1.43434,0.303729
5.28889,1.4596,0.32282
5.28889,1.48485,0.342521
5.28889,1.5101,0.362779
5.28889,1.53535,0.383537
5.28889,1.56061,0.404729
5.28889,1.58586,0.426281
5.28889,1.61111,0.448118
5.28889,1.63636,0.470156
5.28889,1.66162,0.492311
5.28889,1.68687,0.514497
5.28889,1.71212,0.536625
5.28889,1.73737,0.55861
5.28889,1.76263,0.580368
5.28889,1.78788,0.601818
5.28889,1.81313,0.622883
5.28889,1.83838,0.643495
5.28889,1.86364,0.663588
5.28889,1.88889,0.683107
5.28889,1.91414,0.702001
5.28889,1.93939,0.720231
5.28889,1.96465,0.737762
5.28889,1.9899,0.754569
5.28889,2.01515,0.770633
5.28889,2.0404,0.785944
5.28889,2.06566,0.800498
5.28889,2.09091,0.814296
5.28889,2.11616,0.827346
5.28889,2.14141,0.839659
5.28889,2.16667,0.851252
5.28889,2.19192,0.862144
5.28889,2.21717,0.872358
5.28889,2.24242,0.881919
5.28889,2.26768,0.890854
5.28889,2.29293,0.89919
5.28889,2.31818,0.906955
5.28889,2.34343,0.91418
5.28889,2.36869,0.920893
5.28889,2.39394,0.927122
5.28889,2.41919,0.932896
5.28889,2.44444,0.938244
5.28889,2.4697,0.943191
5.28889,2.49495,0.947764
5.28889,2.5202,0.951988
5.28889,2.54545,0.955886
5.28889,2.57071,0.959481
5.28889,2.59596,0.962794
5.28889,2.62121,0.965847
5.28889,2.64646,0.968656
5.28889,2.67172,0.971242
5.28889,2.69697,0.97362
5.28889,2.72222,0.975807
5.28889,2.74747,0.977816
5.28889,2.77273,0.979662
5.28889,2.79798,0.981357
5.28889,2.82323,0.982913
5.28889,2.84848,0.984342
5.28889,2.87374,0.985653
5.28889,2.89899,0.986855
5.28889,2.92424,0.987958
5.28889,2.94949,0.98897
5.28889,2.97475,0.989897
5.28889,3,0.990747
5.33333,0.5,0.0158644
5.33333,0.525253,0.0173114
5.33333,0.550505,0.0188879
5.33333,0.575758,0.020605
5.33333,0.60101,0.0224745
5.33333,0.626263,0.0245094
5.33333,0.651515,0.0267236
5.33333,0.676768,0.0291318
5.33333,0.70202,0.0317499
5.33333,0.727273,0.0345949
5.33333,0.752525,0.037685
5.33333,0.777778,0.0410393
5.33333,0.80303,0.0446784
5.33333,0.828283,0.0486237
5.33333,0.853535,0.0528982
5.33333,0.878788,0.0575257
5.33333,0.90404,0.0625313
5.33333,0.929293,0.067941
5.33333,0.954545,0.0737819
5.33333,0.979798,0.0800819
5.33333,1.00505,0.0868693
5.33333,1.0303,0.094173
5.33333,1.05556,0.102022
5.33333,1.08081,0.110446
5.33333,1.10606,0.119473
5.33333,1.13131,0.12913
5.33333,1.15657,0.139444
5.33333,1.18182,0.15044
5.33333,1.20707,0.16214
5.33333,1.23232,0.174563
5.33333,1.25758,0.187724
5.33333,1.28283,0.201635
5.33333,1.30808,0.216302
5.33333,1.33333,0.231726
5.33333,1.35859,0.247903
5.33333,1.38384,0.26482
5.33333,1.40909,0.282457
5.33333,1.43434,0.300788
5.33333,1.4596,0.319779
5.33333,1.48485,0.339387
5.33333,1.5101,0.359562
5.33333,1.53535,0.380246
5.33333,1.56061,0.401374
5.33333,1.58586,0.422875
5.33333,1.61111,0.444672
5.33333,1.63636,0.466684
5.33333,1.66162,0.488826
5.33333,1.68687,0.511013
5.33333,1.71212,0.533156
5.33333,1.73737,0.555169
5.33333,1.76263,0.576968
5.33333,1.78788,0.598472
5.33333,1.81313,0.619602
5.33333,1.83838,0.64029
5.33333,1.86364,0.660468
5.33333,1.88889,0.680081
5.33333,1.91414,0.699076
5.33333,1.93939,0.717413
5.33333,1.96465,0.735055
5.33333,1.9899,0.751977
5.33333,2.01515,0.768159
5.33333,2.0404,0.783589
5.33333,2.06566,0.798262
5.33333,2.09091,0.812178
5.33333,2.11616,0.825345
5.33333,2.14141,0.837773
5.33333,2.16667,0.849477
5.33333,2.19192,0.860478
5.33333,2.21717,0.870798
5.33333,2.24242,0.88046
5.33333,2.26768,0.889491
5.33333,2.29293,0.897919
5.33333,2.31818,0.905772
5.33333,2.34343,0.91308
5.33333,2.36869,0.919871
5.33333,2.39394,0.926174
5.33333,2.41919,0.932018
5.33333,2.44444,0.937431
5.33333,2.4697,0.942439
5.33333,2.49495,0.94707
5.33333,2.5202,0.951347
5.33333,2.54545,0.955294
5.33333,2.57071,0.958935
5.33333,2.59596,0.962292
5.33333,2.62121,0.965384
5.33333,2.64646,0.96823
5.33333,2.67172,0.97085
5.33333,2.69697,0.97326
5.33333,2.72222,0.975475
5.33333,2.74747,0.977511
5.33333,2.77273,0.979382
5.33333,2.79798,0.9811
5.33333,2.82323,0.982678
5.33333,2.84848,0.984126
5.33333,2.87374,0.985454
5.33333,2.89899,0.986673
5.33333,2.92424,0.987791
5.33333,2.94949,0.988817
5.33333,2.97475,0.989757
5.33333,3,0.990619
5.37778,0.5,0.0156482
5.37778,0.525253,0.0170758
5.37778,0.550505,0.0186313
5.37778,0.575758,0.0203254
5.37778,0.60101,0.0221702
5.37778,0.626263,0.0241783
5.37778,0.651515,0.0263633
5.37778,0.676768,0.02874
5.37778,0.70202,0.031324
5.37778,0.727273,0.0341322
5.37778,0.752525,0.0371826
5.37778,0.777778,0.0404941
5.37778,0.80303,0.044087
5.37778,0.828283,0.0479827
5.37778,0.853535,0.0522039
5.37778,0.878788,0.0567743
5.37778,0.90404,0.0617188
5.37778,0.929293,0.0670633
5.37778,0.954545,0.0728347
5.37778,0.979798,0.0790606
5.37778,1.00505,0.0857695
5.37778,1.0303,0.0929903
5.37778,1.05556,0.100752
5.37778,1.08081,0.109083
5.37778,1.10606,0.118014
5.37778,1.13131,0.12757
5.37778,1.15657,0.13778
5.37778,1.18182,0.148667
5.37778,1.20707,0.160255
5.37778,1.23232,0.172562
5.37778,1.25758,0.185607
5.37778,1.28283,0.199399
5.37778,1.30808,0.213948
5.37778,1.33333,0.229253
5.37778,1.35859,0.245312
5.37778,1.38384,0.262114
5.37778,1.40909,0.279639
5.37778,1.43434,0.297864
5.37778,1.4596,0.316754
5.37778,1.48485,0.336268
5.37778,1.5101,0.356358
5.37778,1.53535,0.376965
5.37778,1.56061,0.398028
5.37778,1.58586,0.419475
5.37778,1.61111,0.441231
5.37778,1.63636,0.463215
5.37778,1.66162,0.485343
5.37778,1.68687,0.507528
5.37778,1.71212,0.529684
5.37778,1.73737,0.551723
5.37778,1.76263,0.573561
5.37778,1.78788,0.595116
5.37778,1.81313,0.61631
5.37778,1.83838,0.637072
5.37778,1.86364,0.657334
5.37778,1.88889,0.677039
5.37778,1.91414,0.696135
5.37778,1.93939,0.714577
5.37778,1.96465,0.732331
5.37778,1.9899,0.749367
5.37778,2.01515,0.765666
5.37778,2.0404,0.781215
5.37778,2.06566,0.796007
5.37778,2.09091,0.810042
5.37778,2.11616,0.823326
5.37778,2.14141,0.835869
5.37778,2.16667,0.847686
5.37778,2.19192,0.858796
5.37778,2.21717,0.869221
5.37778,2.24242,0.878984
5.37778,2.26768,0.888113
5.37778,2.29293,0.896634
5.37778,2.31818,0.904575
5.37778,2.34343,0.911967
5.37778,2.36869,0.918837
5.37778,2.39394,0.925215
5.37778,2.41919,0.931129
5.37778,2.44444,0.936608
5.37778,2.4697,0.941678
5.37778,2.49495,0.946366
5.37778,2.5202,0.950697
5.37778,2.54545,0.954695
5.37778,2.57071,0.958383
5.37778,2.59596,0.961782
5.37778,2.62121,0.964915
5.37778,2.64646,0.967799
5.37778,2.67172,0.970453
5.37778,2.69697,0.972894
5.37778,2.72222,0.975139
5.37778,2.74747,0.977203
5.37778,2.77273,0.979099
5.37778,2.79798,0.98084
5.37778,2.82323,0.982439
5.37778,2.84848,0.983906
5.37778,2.87374,0.985253
5.37778,2.89899,0.986489
5.37778,2.92424,0.987622
5.37778,2.94949,0.988661
5.37778,2.97475,0.989614
5.37778,3,0.990488
5.42222,0.5,0.0154348
5.42222,0.525253,0.0168434
5.42222,0.550505,0.018378
5.42222,0.575758,0.0200496
5.42222,0.60101,0.0218699
5.42222,0.626263,0.0238514
5.42222,0.651515,0.0260077
5.42222,0.676768,0.0283533
5.42222,0.70202,0.0309037
5.42222,0.727273,0.0336755
5.42222,0.752525,0.0366866
5.42222,0.777778,0.0399557
5.42222,0.80303,0.043503
5.42222,0.828283,0.0473497
5.42222,0.853535,0.0515183
5.42222,0.878788,0.0560322
5.42222,0.90404,0.0609162
5.42222,0.929293,0.0661961
5.42222,0.954545,0.0718986
5.42222,0.979798,0.0780513
5.42222,1.00505,0.0846824
5.42222,1.0303,0.0918208
5.42222,1.05556,0.0994956
5.42222,1.08081,0.107736
5.42222,1.10606,0.11657
5.42222,1.13131,0.126026
5.42222,1.15657,0.136131
5.42222,1.18182,0.146911
5.42222,1.20707,0.158387
5.42222,1.23232,0.170581
5.42222,1.25758,0.183508
5.42222,1.28283,0.197183
5.42222,1.30808,0.211612
5.42222,1.33333,0.226799
5.42222,1.35859,0.24274
5.42222,1.38384,0.259426
5.42222,1.40909,0.276839
5.42222,1.43434,0.294956
5.42222,1.4596,0.313744
5.42222,1.48485,0.333163
5.42222,1.5101,0.353166
5.42222,1.53535,0.373696
5.42222,1.56061,0.394692
5.42222,1.58586,0.416084
5.42222,1.61111,0.437796
5.42222,1.63636,0.45975
5.42222,1.66162,0.481861
5.42222,1.68687,0.504043
5.42222,1.71212,0.526209
5.42222,1.73737,0.548272
5.42222,1.76263,0.570147
5.42222,1.78788,0.591752
5.42222,1.81313,0.613008
5.42222,1.83838,0.633842
5.42222,1.86364,0.654187
5.42222,1.88889,0.673983
5.42222,1.91414,0.693177
5.42222,1.93939,0.711725
5.42222,1.96465,0.729589
5.42222,1.9899,0.746739
5.42222,2.01515,0.763155
5.42222,2.0404,0.778823
5.42222,2.06566,0.793733
5.42222,2.09091,0.807887
5.42222,2.11616,0.821288
5.42222,2.14141,0.833947
5.42222,2.16667,0.845877
5.42222,2.19192,0.857096
5.42222,2.21717,0.867627
5.42222,2.24242,0.877493
5.42222,2.26768,0.88672
5.42222,2.29293,0.895334
5.42222,2.31818,0.903365
5.42222,2.34343,0.910841
5.42222,2.36869,0.917791
5.42222,2.39394,0.924244
5.42222,2.41919,0.93023
5.42222,2.44444,0.935775
5.42222,2.4697,0.940908
5.42222,2.49495,0.945654
5.42222,2.5202,0.950039
5.42222,2.54545,0.954088
5.42222,2.57071,0.957823
5.42222,2.59596,0.961267
5.42222,2.62121,0.964439
5.42222,2.64646,0.967361
5.42222,2.67172,0.97005
5.42222,2.69697,0.972524
5.42222,2.72222,0.974799
5.42222,2.74747,0.97689
5.42222,2.77273,0.978811
5.42222,2.79798,0.980576
5.42222,2.82323,0.982196
5.42222,2.84848,0.983684
5.42222,2.87374,0.985049
5.42222,2.89899,0.986301
5.42222,2.92424,0.98745
5.42222,2.94949,0.988504
5.42222,2.97475,0.98947
5.42222,3,0.990356
5.46667,0.5,0.0152244
5.46667,0.525253,0.016614
5.46667,0.550505,0.0181281
5.46667,0.575758,0.0197775
5.46667,0.60101,0.0215736
5.46667,0.626263,0.0235289
5.46667,0.651515,0.0256568
5.46667,0.676768,0.0279717
5.46667,0.70202,0.0304888
5.46667,0.727273,0.0332247
5.46667,0.752525,0.036197
5.46667,0.777778,0.0394243
5.46667,0.80303,0.0429265
5.46667,0.828283,0.0467247
5.46667,0.853535,0.0508412
5.46667,0.878788,0.0552992
5.46667,0.90404,0.0601234
5.46667,0.929293,0.0653394
5.46667,0.954545,0.0709737
5.46667,0.979798,0.0770538
5.46667,1.00505,0.0836079
5.46667,1.0303,0.0906647
5.46667,1.05556,0.0982532
5.46667,1.08081,0.106403
5.46667,1.10606,0.115142
5.46667,1.13131,0.124498
5.46667,1.15657,0.1345
5.46667,1.18182,0.145172
5.46667,1.20707,0.156537
5.46667,1.23232,0.168617
5.46667,1.25758,0.181428
5.46667,1.28283,0.194985
5.46667,1.30808,0.209295
5.46667,1.33333,0.224363
5.46667,1.35859,0.240186
5.46667,1.38384,0.256756
5.46667,1.40909,0.274056
5.46667,1.43434,0.292065
5.46667,1.4596,0.310749
5.46667,1.48485,0.330072
5.46667,1.5101,0.349987
5.46667,1.53535,0.370438
5.46667,1.56061,0.391366
5.46667,1.58586,0.4127
5.46667,1.61111,0.434367
5.46667,1.63636,0.456288
5.46667,1.66162,0.47838
5.46667,1.68687,0.500557
5.46667,1.71212,0.522731
5.46667,1.73737,0.544816
5.46667,1.76263,0.566727
5.46667,1.78788,0.588379
5.46667,1.81313,0.609695
5.46667,1.83838,0.6306
5.46667,1.86364,0.651026
5.46667,1.88889,0.670912
5.46667,1.91414,0.690204
5.46667,1.93939,0.708855
5.46667,1.96465,0.726829
5.46667,1.9899,0.744093
5.46667,2.01515,0.760626
5.46667,2.0404,0.776411
5.46667,2.06566,0.791441
5.46667,2.09091,0.805714
5.46667,2.11616,0.819232
5.46667,2.14141,0.832007
5.46667,2.16667,0.84405
5.46667,2.19192,0.85538
5.46667,2.21717,0.866018
5.46667,2.24242,0.875986
5.46667,2.26768,0.885311
5.46667,2.29293,0.89402
5.46667,2.31818,0.902141
5.46667,2.34343,0.909702
5.46667,2.36869,0.916733
5.46667,2.39394,0.923262
5.46667,2.41919,0.929319
5.46667,2.44444,0.934932
5.46667,2.4697,0.940128
5.46667,2.49495,0.944933
5.46667,2.5202,0.949373
5.46667,2.54545,0.953473
5.46667,2.57071,0.957256
5.46667,2.59596,0.960744
5.46667,2.62121,0.963958
5.46667,2.64646,0.966918
5.46667,2.67172,0.969643
5.46667,2.69697,0.972149
5.46667,2.72222,0.974454
5.46667,2.74747,0.976573
5.46667,2.77273,0.97852
5.46667,2.79798,0.980309
5.46667,2.82323,0.981951
5.46667,2.84848,0.983459
5.46667,2.87374,0.984842
5.46667,2.89899,0.986112
5.46667,2.92424,0.987276
5.46667,2.94949,0.988344
5.46667,2.97475,0.989324
5.46667,3,0.990222
5.51111,0.5,0.0150167
5.51111,0.525253,0.0163877
5.51111,0.550505,0.0178816
5.51111,0.575758,0.019509
5.51111,0.60101,0.0212812
5.51111,0.626263,0.0232107
5.51111,0.651515,0.0253105
5.51111,0.676768,0.027595
5.51111,0.70202,0.0300793
5.51111,0.727273,0.0327797
5.51111,0.752525,0.0357136
5.51111,0.777778,0.0388996
5.51111,0.80303,0.0423573
5.51111,0.828283,0.0461075
5.51111,0.853535,0.0501725
5.51111,0.878788,0.0545753
5.51111,0.90404,0.0593403
5.51111,0.929293,0.064493
5.51111,0.954545,0.0700598
5.51111,0.979798,0.076068
5.51111,1.00505,0.0825457
5.51111,1.0303,0.0895216
5.51111,1.05556,0.0970247
5.51111,1.08081,0.105084
5.51111,1.10606,0.113729
5.51111,1.13131,0.122986
5.51111,1.15657,0.132885
5.51111,1.18182,0.14345
5.51111,1.20707,0.154705
5.51111,1.23232,0.166671
5.51111,1.25758,0.179366
5.51111,1.28283,0.192805
5.51111,1.30808,0.206997
5.51111,1.33333,0.221946
5.51111,1.35859,0.237651
5.51111,1.38384,0.254104
5.51111,1.40909,0.271291
5.51111,1.43434,0.28919
5.51111,1.4596,0.307771
5.51111,1.48485,0.326996
5.51111,1.5101,0.346821
5.51111,1.53535,0.367192
5.51111,1.56061,0.388049
5.51111,1.58586,0.409324
5.51111,1.61111,0.430944
5.51111,1.63636,0.452831
5.51111,1.66162,0.474902
5.51111,1.68687,0.497071
5.51111,1.71212,0.519251
5.51111,1.73737,0.541356
5.51111,1.76263,0.5633
5.51111,1.78788,0.584998
5.51111,1.81313,0.606372
5.51111,1.83838,0.627346
5.51111,1.86364,0.647851
5.51111,1.88889,0.667826
5.51111,1.91414,0.687214
5.51111,1.93939,0.705969
5.51111,1.96465,0.724052
5.51111,1.9899,0.741429
5.51111,2.01515,0.758078
5.51111,2.0404,0.773981
5.51111,2.06566,0.78913
5.51111,2.09091,0.803521
5.51111,2.11616,0.817158
5.51111,2.14141,0.830049
5.51111,2.16667,0.842206
5.51111,2.19192,0.853647
5.51111,2.21717,0.864391
5.51111,2.24242,0.874463
5.51111,2.26768,0.883888
5.51111,2.29293,0.892692
5.51111,2.31818,0.900903
5.51111,2.34343,0.90855
5.51111,2.36869,0.915662
5.51111,2.39394,0.922269
5.51111,2.41919,0.928398
5.51111,2.44444,0.934079
5.51111,2.4697,0.939338
5.51111,2.49495,0.944203
5.51111,2.5202,0.948699
5.51111,2.54545,0.952851
5.51111,2.57071,0.956682
5.51111,2.59596,0.960215
